RPS4Y1
KHDRBS3
CECR1
FGG
CPS1
CYP46A1
FJX1
VAMP8
RNASE2
RAMP3
EMP1
MX2
CTGF
KIF21B
SERPINE2
COL4A5
C20orf103
PDGFA
FMO2
CFD
FLJ21963
ITPKB
PLA2G4A
HS3ST3A1
ENPP4
NLGN1
SFRP4
OLFML3
ADFP
LAPTM5
TPX2
MYL9
DTL
CLIP3
FHL2
DHCR24
SOX10
CES1
S100A2
KIAA0746
CCNB2
LY6H
GRIA3
SCN3B
TSPAN1
NOVA1
PDE8B
HOXC10
ATF3
COBL
RP6-213H19.1
MLPH
CDC20
SLIT2
NAV3
FAM131B
PXDN
PROS1
HCLS1
CCNB1
CD48
LSAMP
ECOP
LAMP3
TM4SF1
CDK4
DGKB
PENK
COL4A2
NTS
S100A13
KCNMB4
PLAU
BIRC3
NRCAM
CSRP2
PPL
MAPT
SOBP
PGDS
COL15A1
GOLGA8A
WFDC2
NDRG1
GOLSYN
SEMA3A
HOXA9
FEZ1
ADAMTS1
PDLIM1
MAD2L1
IL17RB
KCNK1
COL6A2
SGCE
LDOC1
S100A10
MEIS1
MYO5C
WSCD1
COCH
UBE2C
SPINT2
HERC6
B4GALNT1
SEMA5A
GRM3
LHFP
ZNF423
SRGN
IL33
MFAP4
IFIT3
CXCL1
VCAN
STON1
C13orf18
PEG3
IL1R2
BLNK
TPD52L1
PRC1
RGS2
THBS2
IGF2BP3
NPTX1
CNIH3
SCHIP1
FAM129A
SALL1
GLIPR1
CDC2
CENPF
EGR1
SCGB1A1
MAGI2
EPB41L3
ODZ4
C7
TNIK
PLS1
THY1
SPRY1
EGFL6
SCN1A
EN1
PPP1R1A
NOL4
PLAT
SOX4
HNT
MT1X
FAM64A
PLP2
DUSP4
GUCY1A3
LEFTY2
ENO2
CXCL13
NAP1L2
ARNT2
NUSAP1
TIMP1
SPARC
LTBP2
TUBB2A
EVI2B
ITGB2
CNTN1
ADORA3
ARSJ
LUZP2
PAK3
PMP22
OAS3
ATP6V0E2
GABRA1
TMEM45A
CHGA
MMP2
HOXA10
CLEC2B
KIT
EGR3
TSPYL5
FHL1
AMPH
ChGn
CD44
PMAIP1
ACP5
PDE4B
ASCL1
METTL1
CTSS
EBI2
CPVL
LOX
CDH4
CD93
HPCAL4
CCNA2
RNASE6
FOLR2
RAPGEF4
PSAT1
ABCG2
CENTD3
LY75
LPHN2
SFTPD
EZH2
NMNAT2
SYNPO
APOLD1
XYLT1
GAS2
DPYSL3
C21orf7
ID3
TMEM22
LRIG1
HOXA7
JAM3
HCK
SLC2A10
KCNF1
FLJ10781
CDKN3
IBSP
JAM2
CD69
SATB1
MT1E
FBXL2
SCNN1A
KIF11
IL10RA
INHBB
CADPS2
CLIP2
RGS5
OLFM1
MDK
IFI44
CYP2J2
VAV3
HIST1H1C
GSTM3
RASL12
ERC2
C6orf134
RGS17
FCGR1A
SFTPB
WASF1
TUBB6
CTSH
LXN
KCNN3
GEM
APOBEC3B
NCALD
CAV2
ZNF804A
ZDHHC11
KIAA1199
KLF5
CENTD1
FXYD7
PRUNE2
IL1B
CCND1
FLJ20273
MREG
VWF
C5AR1
MYC
SLC2A3
KCTD12
IFI30
GNG4
PCAF
LIF
CHST7
EDNRA
CXCL3
LCN2
FANCI
SMARCD3
STAB1
RGN
G0S2
SERPINB1
ST18
RPL39L
FOSB
FCGR2A
CHST2
CRLF1
HLA-DMB
DENND2A
APOBEC3G
P2RY13
HERC5
B3GAT1
BMP2
KBTBD11
CXCR7
SLC34A2
OLFML2B
GBP2
RBM35A
SYN1
BACE2
C3AR1
CHGB
BCAT1
DTNA
GRB14
GPR177
STEAP3
UPP1
HMMR
PLSCR4
CA14
PRSS23
RTP4
MARCO
SKAP2
ITM2C
SLA
MUC1
PTPRC
CSF1R
C10orf38
F3
KIF15
KIF20A
EFNB2
HEY1
ZBTB20
NME5
AK5
CD302
KLHL9
ST6GALNAC5
FILIP1L
RGS4
CDC7
EPHB1
ST8SIA5
CHN1
C4BPA
STK32B
PHACTR1
CDKN2C
COL21A1
PRKAR2B
OGN
ZNF652
SEPP1
CRABP2
BEX4
CD36
CA9
CTSC
NR3C2
ITGA7
MELK
NID1
IGFBP7
P4HA2
KIF1B
OSBPL10
PPAP2B
TMEFF1
FAS
GRAMD3
CST3
FYN
METRN
AQP9
HRH1
SNF1LK
ECHDC2
SACS
MT1G
SEMA3C
TCF4
KIAA1598
SV2B
FKBP5
LAMA3
TFPI
NR2F2
C1RL
SPON2
GABBR2
RAB25
LDB2
HSPA12A
CALCRL
CREB5
NBEA
LAMA2
NDC80
ZEB1
TIMP3
FGF9
TSFM
CAMTA1
SDC2
FAM60A
ENC1
SUSD4
IQCG
PRPH
HSPA1A
NDRG2
GSTM5
CXCR4
MAFF
GPRASP1
CRB1
SLC47A1
NPL
ACTG2
GIMAP4
RNF144A
tcag7.1314
DUSP6
GYPC
ZNF365
CYP27B1
HAPLN1
BIRC5
CXCL12
AUTS2
SLC12A5
TLR7
ELTD1
STXBP1
GHR
TNFRSF11B
CPA3
KCNMB1
SUSD5
IGSF6
IGSF1
CKS2
IGFBP4
KCNB1
EFEMP2
SSPN
ZFP36
AMOTL2
ZEB2
SLC22A17
PDZRN3
FSTL1
GMFG
AHR
DSE
FLJ22662
SOX2
APLP1
HIST1H2AC
CLDN5
NUP107
FAP
CDH11
FLJ43806
SLC16A4
RFTN1
F11R
CBR1
TRIM36
EPB41L4B
TLR2
DDR2
NOV
EYA4
GCH1
COPZ2
CYP4B1
YAP1
MRPS17
DFNA5
S100A14
IFI16
HAS2
ACTN1
GPR88
DAB2
CHIC2
DEPDC1
SPINT1
CASP1
SPC25
EIF2S3
ITGA2
IMPA2
TGFBR3
TFF1
MN1
SEMA3E
FER1L3
CRISPLD2
IL11RA
FOXJ1
APBA2
TPST1
CEBPA
EYA2
DENND2D
NUPR1
KIF4A
PFN2
BLM
SGK
IGKV1-5
ZFHX4
FZD3
SYNGR3
KCNE4
CALB1
GINS2
FGF14
MYBL1
BAI2
SLITRK5
MAGEH1
ZMAT3
TYMS
RPRM
PCSK5
C2
HPR
AK3L1
C20orf39
PYCARD
COL16A1
CXCL5
RND3
BUB1B
DEPDC6
IL7R
SLC31A2
IFIH1
GRIK1
CCDC109B
S100A11
GPR56
MYO10
FOXF1
DKK3
PPP1R9A
AREG
PLK2
CCNE2
MSX1
POPDC3
ARPP-21
ECT2
S100A1
HIST2H2BE
OIP5
PSMB9
CAPG
LACTB2
GPR65
CNN3
RHOBTB3
EGR2
PTPRO
VIM
CLDN7
NCF2
ZNF415
NET1
ENOSF1
OS9
TRIP13
GINS1
SCGB1D2
RNASE4
SLC2A5
LYVE1
NCAPG
ABCB1
GADD45A
DUSP5
PDGFRL
NEUROD1
LRRN2
PRAME
CXorf9
TUBA1A
C1orf54
SPA17
MARCKSL1
SLC7A5
HOXA2
SEZ6L2
SATB2
IL32
SEZ6L
CYBA
ZNF536
LGR4
CCR1
CSRP1
CKS1B
SDC1
GALNAC4S-6ST
GMPR
SCRN1
SLC39A4
ASTN2
SQRDL
PYGL
CHST1
KIF23
LTBP1
ZNF217
ZWINT
TMEM140
PPARGC1A
WFDC1
THBS1
VLDLR
CDH2
C10orf56
ZNF91
LRRC15
TNFRSF21
TRIB3
IGFBP5
DPYSL2
F2R
PTGS1
CORO1A
ANKRD15
SDCCAG8
RND2
PDGFC
ETV1
DHRS9
PRRX1
C16orf45
EVI1
CXADR
FGF12
PTER
PPP1R3C
PSCDBP
HSPA6
CYBRD1
MYO1B
TNFAIP8
ACN9
METTL7A
ANXA2
PLXDC1
C1QTNF3
GPC3
PTTG1
CHD7
C1orf106
IRS2
SLC17A6
MCM2
CGA
MYRIP
DRAM
DDIT4
MAPK10
SPAG1
LMNB1
PLAGL1
QPCT
ITIH2
C10orf10
CD37
VNN2
KIAA0888
PRKD1
PON3
USP46
ALCAM
CDKN1A
HIST1H2BD
DDIT3
NEFH
EDG2
PDYN
ACYP2
TGFB1I1
SNFT
CLDND1
POLE2
IFIT2
ADCY8
PTPRD
SOX3
C5orf23
C1orf165
IFI35
LBH
CTSO
HIPK2
HIST1H2BK
FXYD3
WNT5A
PRKCB1
OSMR
ACOX2
KCNS3
NQO1
EFS
SLC2A1
CBS
FOXF2
ROBO1
ARL4C
KRT17
LEPREL1
GUCY1B3
UBE2S
ACTL6B
PRRG1
GPR137B
SLC35E3
CAP2
DKFZP564J102
EPHX1
ARHGAP29
NXN
BDNF
PLOD2
GIMAP6
ADORA2B
RAD51AP1
LOC23117
PLS3
DBNDD2
GLUL
FGF1
CD3D
PDIA5
SPINK1
GPR116
IGSF3
CDH5
BHLHB2
FGL2
DKFZP564O0823
C4orf30
IL18
MCM10
ART3
EXPH5
GRB10
RHOB
CXXC4
FAM110B
PEA15
AIF1
TMEM30B
ASRGL1
LST1
PARP12
TES
TSPAN13
3-Mar
KIF2C
CEACAM5
NRIP3
PTPLA
MFAP5
PDZK1IP1
PACRG
PPP1R16B
OAS2
PTRF
KCNJ8
INPP5F
TMEM185B
NAV2
WIPI1
IFITM2
CCDC102B
RAP1GAP
FIP1L1
GADD45G
NRXN2
ACTC1
CLDN3
HS3ST2
SORL1
ANKRD46
DPY19L1
ISLR
MGLL
IQGAP2
RAB32
C1orf38
DKFZp762E1312
CASP4
SLC39A14
RASL10A
INDO
ATAD2
HEY2
AP1S2
MTTP
KIAA0182
ARHGDIB
SCIN
EPHA4
FN1
LCP1
CYBB
FXYD5
C11orf75
NPPA
DTX4
ANXA4
ACSL1
CLEC7A
MAP3K8
CCNL2
MALL
RAB31
GYG2
CLSTN2
ATP1B1
NRXN1
GPR19
TFF3
GAS1
NGFR
SULT1A1
GBAS
SPAG4
ZNF185
FKBP11
AQP3
CNP
TUBB3
GNG11
HSPB2
PHLDA1
CEP55
DOCK2
SERPINH1
C9orf82
CCL5
KIAA1107
PRIM1
PLVAP
CLASP2
SLC27A3
LGALS1
KCNJ2
HOXA1
ZNF226
RRAGD
PNPLA4
CALB2
LOC57228
RAPGEF5
GZMA
KIAA0101
LCP2
NOX4
STC2
DDR1
TRIP6
HDAC9
IL1RAP
ANKRD6
LILRB1
MAGEA12
C5orf13
PLSCR1
CENPE
DUSP1
ISG20
GAS7
MGMT
SHCBP1
FLJ20035
TACC3
MCM7
THBD
OLFML1
NLGN3
PHGDH
C20orf19
TJP2
TNFAIP3
GPRC5B
RNASEH2A
ZNF107
YEATS4
DDAH1
PNMA2
ANKRD11
CSF2RB
ADH1B
SYNGR2
LIPG
PGBD5
C1orf21
GRAMD1C
STC1
LARP6
RACGAP1
C14orf139
TNFRSF1B
TAGLN2
CENTG2
CDCA3
FLJ22167
FHOD3
RORA
ZWILCH
PIK3C2B
ZNF177
ST8SIA1
AKR1B10
PDZRN4
SOSTDC1
LRRTM4
OSBPL11
PFKFB3
RGS16
CD9
ANP32A
APBB2
PIP3-E
ABCA1
PSD3
HPCA
ITGA6
DNAJC12
CRYL1
EHD3
UPK1B
DGKI
GNAO1
RAI2
PLA2G4C
PTPRE
BCL11A
SLAMF8
TSC22D4
TLE2
NCAPD2
CTDSP2
COL18A1
FLJ11286
TFEC
ALDH6A1
CD46
CENPA
CSPG4
LY6E
ANPEP
FLRT1
FAM38B
RCBTB2
GGH
POU2AF1
CYFIP2
LMO1
FLRT2
STIL
ICAM1
MAB21L1
ATP9A
SYT17
NELL1
GCA
MAOA
DOCK4
PELI2
DENND1A
NDUFA4L2
NCAPG2
UCP2
NT5DC2
CPD
RAB27A
BAG2
DDX58
ST6GALNAC2
FUT9
LYN
ACSL6
LRRC2
CXorf1
ERMP1
BIN1
LRP2BP
PODXL
CYB5R2
OSR2
TNFRSF12A
GDPD2
MXRA8
ANKRD10
GALNT10
PIK3R1
DHRS3
CELSR2
GOLT1B
LOC728215
MPPED2
SNTA1
GLRB
SLC22A18
BNIP3
MUC16
FBN1
NUAK1
TNS3
PHF11
ANGPTL2
JUNB
EDN1
FAM46A
SERPINA5
CADM1
MSN
F8
TIPARP
FBP1
FAT
PTPRG
ZNF606
TMPO
S100A6
IFITM3
TP53I3
RUNDC3B
TMED2
NFIB
SEC14L2
DGKG
PTBP2
LRRC23
HMBOX1
BTN3A3
NINJ2
PTP4A3
ARNTL
IRF1
SLC4A3
MOCOS
SETBP1
SALL2
TKTL1
PGAP1
EXOC5
ZNF167
ARNTL2
TCEA2
IRF8
B3GALT2
PRPS2
SPAG5
SLC7A7
LAMB3
TCF7L1
GPR126
BCL6
CXorf34
REV3L
TSPYL4
NEK11
ITGA3
CXCL6
SLC26A2
HTATIP2
ZYX
DSCAM
MCF2L
ITGBL1
XK
SPAG16
FLJ10357
AOC3
PRODH
SMC4
ENDOD1
IGLV3-25
PIK3CA
MYH10
CDH1
FBXO5
NLK
TCF12
ARSF
PPIC
NMI
CDCA8
RASGRP3
FEM1C
HRASLS3
CLDN4
MKI67
FGFR3
FLJ13611
C9orf3
SEC14L1
SGPP1
NAT1
GADD45B
SLC1A1
PDLIM4
MID1
C9orf95
GATA6
TAP1
PLA2G7
GREM1
LRRC16
PDIA6
FBXL7
TRH
PAK7
C17orf81
TESC
MIA
ZFYVE21
BCAR3
OSBPL3
ANG
BBS10
DAZ4
TFRC
SLC35F2
PAQR3
GPR125
JUP
ARL4A
SLC25A24
CDH3
CHEK1
EPB41L2
ARMCX1
PLAUR
SPEN
ETV5
MRAS
FUCA1
MSH2
SLCO2A1
SGCB
SHC3
PVRL3
RRAS
VAMP5
FNDC3B
TUFT1
ICAM3
LRRC1
USH1C
POU4F1
CD2
CD38
CD200
CDC45L
STXBP6
NR2F1
DLG5
RAB11FIP1
ZNF184
GSPT2
RELN
P2RY1
LHPP
PRMT3
FCN3
TLR1
CLIC3
ALDH7A1
CD86
LOH11CR2A
MAP3K5
TLR5
CCDC88A
DPP4
EXO1
PAFAH1B3
STK17A
SPATA20
ECM1
TUBA4A
MTUS1
KLRK1
KLHL7
TMC5
HPGD
PGF
SERPINB5
ZNF264
GNLY
CXorf6
FOLH1
SELT
ATRNL1
H2AFY2
C20orf117
C1orf103
GPX7
MRC2
SRI
COL9A2
LOC93349
DPM3
IGHM
VRK1
WARS
C11orf71
NBL1
MGC14376
PRKACB
ERBB4
RAB40B
KIF14
GPR23
PAQR4
NCAM1
THNSL2
NOTCH1
FSD1
MXRA7
KDELR3
CROCCL1
APOL1
IRX5
CRIP2
MVP
SASH1
SH3BP4
FOXO1
ADAMTS5
CA11
GPC1
GPC4
RAB7L1
MET
DACT1
PON2
RAB20
SMPDL3A
ZNF395
C1QTNF1
SLC22A4
NUAK2
COL5A3
MAP9
EFHC1
ZNF532
JAKMIP2
AIM2
MANSC1
ACP6
PYGM
PSMB8
SHOX2
EGLN3
CD97
EPS8L2
DYNLT3
RNF38
RFXDC2
OASL
ARHGAP15
SYK
CA8
ACAT2
CELSR3
HPRT1
ATP10D
BCR
FYB
THSD1
ZDHHC13
ARMCX2
FNBP1L
RBMS1
PALMD
SLCO3A1
SVIL
CP110
C4orf19
PPAP2C
C16orf30
PER3
GAD1
FCGRT
AURKB
B3GNT1
KLHL26
PRF1
ZNF329
GOLM1
FMO1
P2RY5
MAP6D1
CKAP2
KIF3A
SCEL
SRR
MAN2A1
MPDZ
DDB2
PKP4
GPSM2
CLIC4
BNC2
ABLIM1
COMMD10
CCNG2
BTBD3
TCFL5
RNASET2
VASH2
HPSE
NR4A2
ISYNA1
KLF6
HLA-B
EN2
HIP1
ACSL3
EMCN
NSUN5B
GRIA1
SMC2
FAM130A2
2-Mar
LIMCH1
GNA12
NUP155
CSAD
PLK1
TPM2
SLMO2
MAGI1
CITED2
SYNE2
TMEM106C
KIAA0513
AK1
BTN3A2
PDE1A
TTLL7
RPS6KA2
MSLN
MARCKS
SMAD1
ALDH2
IRS1
SLC20A1
F5
GSTA4
LRRC32
FANCG
HSPB1
PRL
MYO16
SIRT2
PAICS
KCTD14
NCKAP1L
F12
GCHFR
SMC3
SCML1
HN1
SGEF
C12orf5
COTL1
COLEC11
DARC
DIO2
PRSS21
SOX5
EFNA1
CTPS
F2RL1
JUN
PRKX
CACNA2D2
CDC6
PLCG2
NPC2
NPDC1
MCAM
FSCN1
TRAM2
RABL5
ZNF711
LRP1
FGR
CEBPB
ZDHHC14
ARID5B
LOC440295
LIFR
PDLIM3
HLF
TPP1
ZMIZ1
IGFBP1
EMR2
SCARB2
AVPI1
ITIH5
RFC4
PLEK
NR1D2
MNS1
CIT
IL13RA1
DNAJB1
FBXO3
ABLIM3
LGALS3BP
ARHGAP5
KDR
HRSP12
MRPL42
PRKAG2
RNF146
LTBP3
PPAP2A
ADD3
ESF1
MCM4
PNMA1
ESRRG
RAB6B
C1orf115
GALNT12
TBXAS1
ZNF659
C12orf24
CARHSP1
PDK4
APOE
CRIM1
PHACTR2
DONSON
CDCP1
ABL1
GARNL4
RFC3
GLT8D2
KLF9
CBR3
RTN3
CASD1
CCDC99
LRRFIP1
GDAP1L1
LPXN
LRRC49
ARPC1B
PHF16
KDELC1
ZNF211
FBLN1
TNMD
CADM3
FAM49A
CCT6A
C6orf15
TMEM2
NEDD9
FLJ10769
KIAA0802
C13orf27
NFIC
KLF7
REC8
PBX3
PALLD
CENTA2
PTH2R
CRYZ
DNAJC15
TXNIP
STAT1
RIPK4
ZNF271
HMGB2
ID2
BSCL2
ASF1B
DZIP1
CLIC1
TBL1XR1
MCM3APAS
BACH2
CTSB
CLIC5
NFAT5
RBM35B
TRIP4
TACC2
PHKG1
PLEKHC1
UST
ELF3
ASNS
HSPA4L
PLCB4
LGMN
SPATA6
PKIG
HMGCR
SIDT1
DUSP26
CUGBP2
DCHS1
MOSC2
B3GALNT1
FADS1
NMD3
TPD52
TMPRSS3
DEF8
HOMER1
H1F0
SIGLEC1
PF4
QPRT
DBF4
EVL
SGK3
FLJ23049
CD58
TRIO
TIMELESS
GCLM
RCBTB1
C9orf9
GNAZ
NHLH1
MAP4K4
DIXDC1
CACNB2
DLEU1
KIAA0895
TANC2
AMMECR1
FLNA
COMP
SC4MOL
PTPN6
ADRB2
GPHN
SCARA3
CENPN
NP
VTCN1
KIAA0265
LHFPL2
PSIP1
TRO
RGL1
LIMA1
AVIL
BBS1
TNFRSF1A
SLC15A2
ZNF302
PJA2
RAB38
STK39
PTPRM
JAG1
NCAM2
RFC2
MPHOSPH8
CD4
LOC89944
OLIG2
FBXO2
PFKP
TRIM38
GPD1
KIF13B
SIPA1L1
HMGB3
FEN1
AHCYL1
ALG6
SMA4
TMEM132A
CEBPD
SCGB2A1
OGFRL1
TIAM1
GAB1
HHLA3
ODZ3
C14orf138
KIAA0256
PAM
CASP7
KIAA1166
HOM-TES-103
CAMK1
KRT23
OLFM4
ST3GAL6
GLI3
SPOCK2
NELF
MCM3
CLSTN1
ARHGAP12
KNTC1
PCSK2
BAG3
GDI1
NRAS
FGB
TOB2
FCGR3B
FBXO17
DACH1
SWAP70
SSFA2
RAB6IP1
CLCN3
ALDH4A1
PTPN3
USP11
MYB
PGCP
LMCD1
CLK1
NUDT21
SS18L1
IGF1R
FCER1A
RNASEH2B
RFC5
LOC339047
LPGAT1
MSL2L1
RMI1
GPD1L
PPM1D
C1orf114
SLC25A20
DNAJB2
COL9A1
SEPT8
ORC6L
HEBP1
GBE1
ALDH5A1
CALU
CCNE1
MTMR11
TWSG1
LSR
SOX15
WFS1
DCTN4
FAM131A
BLVRB
TLR3
RIMBP2
LOC81691
RABGAP1L
IL2RG
TMEM97
ELOVL4
LDLR
PHKA1
RIT1
SLIT1
GYS1
ELF4
ALDH18A1
CGRRF1
PGD
CPEB1
CAMK2G
TGIF1
C2orf34
ITGA8
TTC28
PIGB
SDF2L1
C21orf91
C1orf63
ITGA5
SLC46A3
ITGB3BP
ZNF124
TMEPAI
LOC63920
PTPLAD1
SIX6
SETD5
KCTD13
CAPRIN2
VEGFC
USP18
SYPL1
GMNN
SHC1
HYAL1
KIAA1641
HIST1H2AE
RGS10
STMN1
MED28
RWDD2A
ZMYND10
AIFM1
NFIX
CBX6
DBN1
SLC25A15
LAIR1
CNIH4
TCIRG1
CBX5
SEPT10
BAZ2B
SNCA
SMAD4
EDG1
EPN2
GABRE
CAND2
SGMS1
MDM1
HES1
XBP1
MLF1
PGK1
PER1
PAXIP1
SLC38A6
ZNF228
ZNF239
HOXC4
SESN1
RASSF4
PCK1
KLF11
CCNA1
KIF2A
OLFML2A
PTPRT
ACCN2
TNNT1
PAIP2B
DEAF1
CREG1
ST5
MEX3C
CST6
SSBP2
CHIT1
MYO1F
SLC16A1
ERO1L
FLJ10154
SH3BP5
OSBPL1A
PROX1
ETS2
ITGB8
CYB5A
CD83
CYB5R1
GPRC5C
ATXN1
GRIA4
CLN5
ARG2
ADI1
SIVA1
HMG20A
PARP8
AMFR
PTPN13
CSNK1E
TRIM6-TRIM34
AHDC1
TOX
SNCB
ENPEP
AYTL2
PELI1
TPM4
IQGAP1
MGAT4B
DHFR
WDR57
RICS
NUCKS1
HMGCS1
MME
P2RX7
MDFIC
WWTR1
